Installs,Category,Size,Type,Content Rating,Genres
"1,000,000+",FAMILY,27M,Free,Everyone 10+,Arcade;Action & Adventure
"10,000,000+",FAMILY,25M,Free,Everyone,Arcade;Action & Adventure
"5,000,000+",GAME,31M,Free,Everyone,Arcade
"1,000,000+",GAME,94M,Free,Everyone,Action
"5,000,000+",FAMILY,25M,Free,Everyone,Action;Action & Adventure
"1,000,000+",FAMILY,21M,Free,Mature 17+,Entertainment
"10,000,000+",FAMILY,45M,Free,Everyone 10+,Action;Action & Adventure
"5,000,000+",FAMILY,45M,Free,Everyone,Entertainment;Action & Adventure
"500,000+",GAME,24M,Free,Everyone,Arcade
"1,000,000+",FAMILY,83M,Free,Everyone 10+,Role Playing;Action & Adventure
"1,000,000+",GAME,88M,Free,Everyone,Action
"5,000,000+",GAME,51M,Free,Everyone,Arcade
"10,000,000+",GAME,63M,Free,Everyone,Arcade
"1,000,000+",FAMILY,21M,Free,Everyone,Arcade;Action & Adventure
"1,000,000+",FAMILY,7.2M,Free,Everyone 10+,Entertainment;Music & Video
"1,000,000+",FAMILY,51M,Free,Everyone,Entertainment;Music & Video
"1,000,000+",FAMILY,98M,Free,Everyone,Puzzle
"1,000,000+",FAMILY,27M,Free,Everyone,Role Playing
"100,000+",FAMILY,9.3M,Paid,Everyone,Arcade;Action & Adventure
"500,000+",FAMILY,87M,Free,Everyone 10+,Puzzle
"100,000+",FAMILY,55M,Free,Everyone,Arcade;Action & Adventure
"5,000,000+",FAMILY,Varies with device,Free,Everyone,Entertainment;Music & Video
"10,000+",FAMILY,26M,Paid,Everyone 10+,Arcade;Action & Adventure
"5,000,000+",FAMILY,Varies with device,Free,Everyone,Entertainment;Music & Video
"1,000,000+",GAME,62M,Free,Everyone,Adventure
"10,000+",FAMILY,22M,Paid,Everyone 10+,Action;Action & Adventure
"50,000+",GAME,40M,Paid,Everyone,Adventure
"10,000+",GAME,5.5M,Paid,Everyone 10+,Action
"10,000+",FAMILY,18M,Paid,Everyone,Racing;Action & Adventure
"1,000,000+",GAME,74M,Free,Everyone 10+,Adventure
"1,000+",FAMILY,16M,Free,Everyone,Entertainment
100+,FAMILY,64M,Free,Everyone,Entertainment
"1,000,000+",FAMILY,16M,Free,Everyone,Casual
"10,000+",SHOPPING,25M,Free,Everyone,Shopping
"10,000+",FINANCE,12M,Free,Everyone,Finance
"5,000+",FAMILY,18M,Paid,Everyone,Puzzle
"10,000+",LIFESTYLE,4.5M,Free,Everyone,Lifestyle
100+,FAMILY,77M,Paid,Everyone,Books & Reference;Creativity
"1,000,000+",FAMILY,85M,Free,Everyone,Puzzle
"10,000+",PARENTING,85M,Free,Everyone,Parenting
"100,000+",LIFESTYLE,26M,Free,Everyone,Lifestyle
"1,000+",TOOLS,2.0M,Free,Everyone,Tools
"10,000+",LIFESTYLE,3.9M,Free,Everyone,Lifestyle
"5,000+",NEWS_AND_MAGAZINES,11M,Free,Everyone,News & Magazines
"1,000+",SHOPPING,18M,Free,Everyone,Shopping
"5,000+",COMMUNICATION,8.7M,Free,Everyone,Communication
"1,000+",LIFESTYLE,3.9M,Free,Everyone,Lifestyle
"10,000+",BUSINESS,4.0M,Free,Everyone,Business
"1,000,000+",FAMILY,Varies with device,Free,Everyone,Educational
"10,000+",MAPS_AND_NAVIGATION,53M,Free,Everyone,Maps & Navigation
"1,000+",GAME,4.9M,Free,Everyone,Trivia
"100,000+",GAME,52M,Free,Teen,Board
"10,000+",FINANCE,23M,Free,Everyone,Finance
"10,000+",BUSINESS,13M,Free,Everyone,Business
"1,000+",FINANCE,30M,Free,Everyone,Finance
"50,000+",SOCIAL,18M,Free,Everyone,Social
"50,000+",GAME,4.1M,Free,Everyone,Board
"1,000+",PRODUCTIVITY,13M,Free,Everyone,Productivity
"500,000+",GAME,20M,Free,Everyone,Board
"1,000+",PRODUCTIVITY,21M,Free,Everyone,Productivity
500+,LIFESTYLE,12M,Free,Everyone,Lifestyle
"10,000+",FINANCE,18M,Free,Everyone,Finance
"1,000,000+",BUSINESS,41M,Free,Everyone,Business
"5,000+",FINANCE,12M,Free,Everyone,Finance
"1,000+",FINANCE,14M,Free,Everyone,Finance
"10,000+",FINANCE,Varies with device,Free,Everyone,Finance
100+,PARENTING,Varies with device,Paid,Everyone,Parenting
500+,LIFESTYLE,6.0M,Free,Everyone,Lifestyle
"5,000,000+",GAME,17M,Free,Teen,Arcade
"10,000+",FINANCE,400k,Free,Everyone,Finance
"1,000,000+",FAMILY,42M,Free,Teen,Role Playing
100+,FAMILY,54M,Free,Everyone,Education
"1,000+",FAMILY,11M,Free,Everyone,Education
"1,000+",GAME,37M,Paid,Everyone,Board
"1,000+",GAME,13M,Free,Teen,Action
"1,000+",TRAVEL_AND_LOCAL,6.5M,Free,Everyone,Travel & Local
"1,000,000+",TOOLS,16M,Free,Everyone,Tools
"100,000+",MAPS_AND_NAVIGATION,19M,Free,Everyone,Maps & Navigation
"50,000+",SOCIAL,3.3M,Free,Teen,Social
"10,000+",FINANCE,35M,Free,Everyone,Finance
"100,000+",MAPS_AND_NAVIGATION,6.3M,Free,Everyone,Maps & Navigation
500+,FAMILY,12M,Free,Everyone 10+,Education
"10,000+",LIFESTYLE,5.0M,Free,Everyone,Lifestyle
"500,000+",FAMILY,43M,Free,Everyone,Entertainment
"10,000+",FAMILY,2.9M,Free,Teen,Entertainment
"1,000+",TOOLS,4.1M,Free,Everyone,Tools
"1,000+",MEDICAL,8.5M,Free,Everyone,Medical
"1,000+",MEDICAL,7.0M,Free,Everyone,Medical
"100,000+",FAMILY,19M,Free,Everyone,Simulation
10+,FAMILY,16M,Free,Everyone,Education
"1,000+",BUSINESS,14M,Free,Everyone,Business
"5,000+",MEDICAL,801k,Free,Everyone,Medical
"5,000+",LIFESTYLE,5.6M,Free,Teen,Lifestyle
"1,000,000+",TOOLS,36M,Free,Everyone,Tools
"10,000+",TOOLS,3.2M,Free,Everyone,Tools
"50,000+",BUSINESS,7.0M,Free,Everyone,Business
"10,000+",FAMILY,2.9M,Free,Everyone,Entertainment
"100,000+",FAMILY,35M,Free,Everyone,Education;Education
"1,000,000+",TOOLS,21M,Free,Everyone,Tools
500+,PRODUCTIVITY,5.8M,Free,Everyone,Productivity
500+,FAMILY,4.7M,Free,Everyone,Entertainment
"1,000,000+",GAME,20M,Free,Everyone,Adventure
10+,PERSONALIZATION,3.9M,Free,Everyone,Personalization
"1,000+",TOOLS,12M,Free,Everyone,Tools
100+,FAMILY,7.8M,Free,Teen,Education
100+,BUSINESS,24M,Free,Everyone,Business
100+,GAME,12M,Free,Everyone,Trivia
"1,000+",BUSINESS,Varies with device,Free,Everyone,Business
"100,000+",LIFESTYLE,4.9M,Free,Everyone,Lifestyle
"10,000+",TOOLS,3.3M,Free,Everyone,Tools
100+,BUSINESS,5.4M,Free,Everyone,Business
100+,FAMILY,2.4M,Free,Everyone,Entertainment
"1,000,000+",COMMUNICATION,27M,Free,Teen,Communication
500+,FAMILY,22M,Free,Everyone,Entertainment
100+,TOOLS,1.2M,Free,Everyone,Tools
500+,FAMILY,2.5M,Free,Everyone,Entertainment
"1,000,000+",TOOLS,14M,Free,Everyone,Tools
500+,FAMILY,6.8M,Free,Everyone,Education
100+,LIFESTYLE,1.2M,Free,Everyone,Lifestyle
"10,000+",FAMILY,787k,Free,Everyone,Educational
5+,SOCIAL,4.9M,Free,Everyone,Social
"5,000+",SPORTS,5.3M,Free,Everyone,Sports
100+,TOOLS,6.5M,Free,Everyone,Tools
"5,000,000+",FAMILY,69M,Free,Everyone 10+,Role Playing
"10,000+",TRAVEL_AND_LOCAL,14M,Free,Everyone,Travel & Local
"1,000+",NEWS_AND_MAGAZINES,3.4M,Free,Everyone 10+,News & Magazines
"1,000,000+",FAMILY,50M,Free,Everyone 10+,Role Playing
"1,000+",COMMUNICATION,8.1M,Free,Everyone,Communication
100+,TOOLS,1.7M,Free,Everyone,Tools
"100,000+",FAMILY,18M,Free,Everyone,Education
"1,000+",FINANCE,18M,Free,Everyone,Finance
"100,000+",FAMILY,36M,Free,Everyone,Role Playing
500+,COMMUNICATION,8.1M,Free,Everyone,Communication
500+,BOOKS_AND_REFERENCE,5.1M,Free,Everyone,Books & Reference
10+,FINANCE,1.6M,Free,Everyone,Finance
10+,GAME,61M,Free,Everyone,Action
500+,BUSINESS,4.1M,Free,Everyone,Business
"5,000+",NEWS_AND_MAGAZINES,10M,Free,Everyone,News & Magazines
10+,TOOLS,237k,Paid,Everyone,Tools
5+,BUSINESS,3.4M,Free,Everyone,Business
5+,TRAVEL_AND_LOCAL,18M,Free,Everyone,Travel & Local
"100,000+",COMMUNICATION,3.5M,Free,Everyone,Communication
"100,000+",GAME,3.4M,Free,Everyone,Trivia
10+,PRODUCTIVITY,9.1M,Free,Everyone,Productivity
"10,000+",COMMUNICATION,15M,Free,Everyone,Communication
1+,PRODUCTIVITY,14M,Free,Everyone,Productivity
100+,COMMUNICATION,3.8M,Paid,Everyone,Communication
"100,000+",BOOKS_AND_REFERENCE,10M,Free,Everyone,Books & Reference
"500,000+",GAME,26M,Free,Teen,Action
"10,000+",FAMILY,Varies with device,Free,Teen,Simulation
"1,000+",FAMILY,3.3M,Free,Everyone,Casual
"10,000+",FAMILY,15M,Free,Everyone,Education
"10,000,000+",GAME,19M,Free,Teen,Action
10+,TOOLS,3.7M,Paid,Everyone,Tools
"10,000+",FAMILY,Varies with device,Free,Everyone,Education
100+,BOOKS_AND_REFERENCE,2.1M,Free,Everyone,Books & Reference
10+,BUSINESS,11M,Free,Everyone,Business
"100,000+",GAME,43M,Free,Everyone,Racing
"50,000+",LIFESTYLE,6.9M,Free,Everyone,Lifestyle
"5,000,000+",FAMILY,40M,Free,Teen,Strategy
"5,000,000+",GAME,Varies with device,Free,Everyone,Action
"100,000+",GAME,36M,Free,Teen,Music
50+,SPORTS,1.5M,Free,Everyone,Sports
"1,000+",FAMILY,37M,Free,Everyone 10+,Casual
100+,PRODUCTIVITY,22M,Free,Everyone,Productivity
50+,BUSINESS,3.3M,Free,Everyone,Business
"100,000+",TOOLS,2.6M,Free,Everyone,Tools
100+,FAMILY,34M,Free,Everyone,Puzzle
"100,000+",MAPS_AND_NAVIGATION,2.9M,Free,Everyone,Maps & Navigation
"1,000+",FAMILY,12M,Free,Everyone,Casual
"10,000+",COMMUNICATION,3.7M,Free,Everyone,Communication
"1,000,000+",TOOLS,17M,Free,Everyone,Tools
"5,000,000+",TOOLS,23M,Free,Everyone,Tools
"10,000,000+",TOOLS,17M,Free,Everyone,Tools
"500,000+",FAMILY,5.0M,Free,Everyone,Entertainment
"100,000+",TOOLS,18M,Free,Everyone,Tools
"100,000+",FAMILY,33M,Free,Everyone,Simulation
500+,FAMILY,26M,Free,Everyone,Entertainment
"100,000+",FAMILY,32M,Free,Everyone,Entertainment
"10,000+",PERSONALIZATION,38M,Free,Everyone,Personalization
"1,000,000+",FAMILY,21M,Free,Everyone 10+,Entertainment
"500,000+",PRODUCTIVITY,41M,Free,Everyone,Productivity
500+,TOOLS,1.7M,Paid,Everyone,Tools
100+,TOOLS,4.3M,Paid,Everyone,Tools
100+,FAMILY,9.9M,Free,Everyone,Entertainment
"1,000,000+",FAMILY,5.9M,Free,Everyone,Strategy
"5,000+",FAMILY,2.7M,Free,Everyone,Entertainment
"10,000+",TOOLS,12M,Free,Everyone,Tools
"1,000,000+",BOOKS_AND_REFERENCE,16M,Free,Everyone,Books & Reference
"500,000+",TOOLS,19M,Free,Everyone,Tools
"50,000+",TOOLS,2.8M,Free,Everyone,Tools
"10,000+",FAMILY,3.6M,Free,Everyone,Entertainment
"500,000+",FAMILY,37M,Free,Everyone,Entertainment
"5,000+",FAMILY,4.3M,Free,Everyone,Entertainment
"10,000+",TOOLS,1.7M,Free,Everyone,Tools
100+,TOOLS,3.1M,Free,Everyone,Tools
"1,000+",FAMILY,30M,Free,Everyone,Strategy
"1,000+",FAMILY,5.2M,Free,Everyone,Education
5+,AUTO_AND_VEHICLES,2.8M,Free,Everyone,Auto & Vehicles
"5,000+",TOOLS,18M,Free,Everyone,Tools
100+,SPORTS,3.4M,Paid,Everyone,Sports
"10,000+",PERSONALIZATION,41M,Free,Everyone,Personalization
"100,000+",FAMILY,13M,Free,Everyone,Entertainment
"50,000+",FAMILY,6.7M,Free,Teen,Entertainment
"5,000+",FAMILY,9.8M,Free,Everyone,Entertainment
"5,000,000+",TOOLS,14M,Free,Everyone,Tools
100+,MAPS_AND_NAVIGATION,26M,Paid,Everyone,Maps & Navigation
100+,FAMILY,22M,Free,Everyone,Education
100+,HEALTH_AND_FITNESS,8.7M,Free,Everyone,Health & Fitness
500+,AUTO_AND_VEHICLES,88M,Free,Everyone,Auto & Vehicles
"50,000+",TOOLS,18M,Free,Everyone,Tools
"5,000+",TOOLS,18M,Free,Everyone,Tools
"1,000+",HEALTH_AND_FITNESS,1.3M,Free,Everyone,Health & Fitness
50+,TOOLS,4.5M,Free,Everyone,Tools
100+,BUSINESS,7.8M,Free,Everyone,Business
"1,000,000+",PRODUCTIVITY,23M,Free,Everyone,Productivity
"100,000,000+",PRODUCTIVITY,Varies with device,Free,Everyone,Productivity
"1,000,000+",GAME,Varies with device,Free,Mature 17+,Action
"500,000+",PRODUCTIVITY,50k,Paid,Everyone,Productivity
"1,000,000+",GAME,70M,Free,Mature 17+,Action
"10,000,000+",GAME,47M,Free,Mature 17+,Action
"5,000,000+",GAME,42M,Free,Teen,Action
"1,000+",COMMUNICATION,3.7M,Free,Everyone,Communication
"100,000+",GAME,39M,Free,Teen,Action
"10,000+",FAMILY,22M,Free,Everyone,Education
"100,000+",GAME,22M,Free,Everyone,Trivia
"100,000+",GAME,12M,Free,Everyone,Action
"50,000+",GAME,14M,Free,Teen,Action
"10,000+",BUSINESS,4.3M,Free,Everyone,Business
"50,000+",FAMILY,Varies with device,Free,Teen,Entertainment
100+,PERSONALIZATION,8.5M,Paid,Everyone,Personalization
"5,000+",FAMILY,6.7M,Free,Everyone,Education
"100,000+",GAME,7.5M,Free,Teen,Trivia
"500,000+",FAMILY,88M,Free,Everyone,Entertainment
"10,000+",FAMILY,1.1M,Free,Everyone,Education
100+,BUSINESS,8.3M,Free,Everyone,Business
"1,000+",BUSINESS,5.7M,Free,Everyone,Business
"100,000+",GAME,643k,Free,Everyone,Action
"10,000+",GAME,44M,Free,Teen,Action
"10,000+",LIFESTYLE,11M,Free,Everyone,Lifestyle
10+,FAMILY,28M,Paid,Everyone,Casual
"1,000,000+",GAME,40M,Free,Teen,Action
"500,000+",GAME,9.1M,Free,Teen,Action
"1,000+",COMMUNICATION,2.1M,Free,Everyone,Communication
"1,000,000+",GAME,32M,Free,Teen,Action
100+,FAMILY,7.8M,Free,Everyone,Education
"10,000+",GAME,2.4M,Free,Teen,Trivia
"5,000+",COMMUNICATION,53M,Free,Everyone,Communication
"10,000+",TOOLS,6.0M,Free,Everyone,Tools
"50,000+",FAMILY,25M,Free,Teen,Entertainment
"1,000+",FAMILY,3.3M,Free,Everyone,Education
50+,BOOKS_AND_REFERENCE,34M,Free,Everyone,Books & Reference
"50,000+",GAME,3.6M,Free,Everyone,Action
"10,000+",FAMILY,6.2M,Free,Everyone,Education
"500,000+",FAMILY,68M,Free,Teen,Simulation
"5,000+",FAMILY,19M,Free,Everyone,Education
"100,000+",FAMILY,3.6M,Free,Everyone,Entertainment
"10,000+",FAMILY,17M,Free,Everyone,Entertainment
"50,000+",GAME,31M,Free,Everyone,Trivia
"10,000+",GAME,18M,Free,Everyone,Word
"5,000+",PRODUCTIVITY,6.0M,Free,Everyone,Productivity
"50,000+",FAMILY,29M,Free,Everyone,Entertainment
100+,MEDICAL,77M,Free,Everyone,Medical
"50,000+",MEDICAL,42M,Free,Everyone,Medical
"50,000+",MEDICAL,14M,Free,Everyone,Medical
"1,000+",MEDICAL,29M,Free,Everyone,Medical
"5,000+",BOOKS_AND_REFERENCE,5.7M,Free,Everyone,Books & Reference
"10,000+",MEDICAL,36M,Free,Everyone,Medical
"1,000+",MEDICAL,8.9M,Free,Everyone,Medical
"1,000+",FAMILY,5.1M,Free,Everyone,Education
10+,MEDICAL,19M,Paid,Everyone,Medical
"1,000+",NEWS_AND_MAGAZINES,4.3M,Free,Everyone,News & Magazines
"1,000+",FAMILY,62M,Free,Everyone,Education
500+,FAMILY,29M,Free,Everyone,Education
"1,000+",FAMILY,7.8M,Free,Everyone,Education
"5,000+",MEDICAL,20M,Free,Everyone,Medical
"10,000+",TOOLS,986k,Free,Everyone,Tools
"10,000+",MEDICAL,18M,Free,Everyone,Medical
"100,000+",MEDICAL,14M,Free,Everyone,Medical
"5,000+",MEDICAL,9.3M,Free,Everyone,Medical
"1,000+",MEDICAL,17M,Free,Everyone,Medical
100+,MEDICAL,1.4M,Free,Everyone,Medical
100+,FAMILY,16M,Free,Everyone,Education
"5,000+",MEDICAL,4.0M,Free,Everyone,Medical
"50,000+",FAMILY,8.3M,Free,Teen,Entertainment
"10,000+",FAMILY,9.6M,Free,Everyone,Education
100+,MEDICAL,11M,Free,Everyone,Medical
"1,000+",HEALTH_AND_FITNESS,20M,Free,Mature 17+,Health & Fitness
"10,000+",PRODUCTIVITY,14M,Free,Everyone,Productivity
"1,000+",MEDICAL,17M,Free,Everyone,Medical
"1,000+",MEDICAL,15M,Free,Everyone,Medical
"10,000+",MEDICAL,13M,Free,Everyone,Medical
100+,TOOLS,11M,Free,Everyone,Tools
100+,MEDICAL,46M,Free,Everyone,Medical
"1,000,000+",TOOLS,11M,Free,Everyone,Tools
100+,GAME,1.6M,Paid,Everyone,Action
50+,PRODUCTIVITY,28M,Free,Everyone,Productivity
"100,000+",GAME,Varies with device,Free,Everyone,Board
"10,000+",FAMILY,11M,Free,Everyone,Entertainment
100+,MEDICAL,4.9M,Free,Everyone,Medical
"5,000+",FAMILY,8.6M,Free,Teen,Entertainment
100+,MEDICAL,23M,Paid,Everyone,Medical
"1,000+",MEDICAL,24M,Paid,Everyone,Medical
"1,000+",SHOPPING,1.6M,Free,Everyone,Shopping
50+,FINANCE,8.4M,Free,Everyone,Finance
50+,MEDICAL,97k,Paid,Everyone,Medical
100+,MEDICAL,20M,Paid,Everyone,Medical
100+,MEDICAL,44M,Paid,Everyone,Medical
"10,000+",MEDICAL,88M,Free,Everyone,Medical
50+,MEDICAL,4.8M,Free,Everyone,Medical
"100,000+",FINANCE,32M,Free,Teen,Finance
"10,000+",FINANCE,25M,Free,Everyone,Finance
"10,000+",FINANCE,27M,Free,Everyone,Finance
"1,000+",PRODUCTIVITY,7.3M,Free,Everyone,Productivity
"100,000+",FINANCE,14M,Free,Everyone,Finance
"50,000+",FINANCE,15M,Free,Everyone,Finance
"10,000+",FINANCE,Varies with device,Free,Everyone,Finance
"10,000+",FINANCE,16M,Free,Everyone,Finance
"10,000+",FINANCE,25M,Free,Everyone,Finance
"10,000+",FINANCE,14M,Free,Everyone,Finance
"10,000+",FINANCE,2.9M,Free,Everyone,Finance
"10,000+",FINANCE,18M,Free,Everyone,Finance
"10,000+",FINANCE,35M,Free,Everyone,Finance
"10,000+",FINANCE,25M,Free,Everyone,Finance
"50,000+",FINANCE,14M,Free,Everyone,Finance
"50,000+",FINANCE,6.5M,Free,Everyone,Finance
"50,000+",FINANCE,5.5M,Free,Everyone,Finance
"10,000+",FINANCE,28M,Free,Everyone,Finance
"10,000+",FINANCE,17M,Free,Everyone,Finance
"10,000+",FINANCE,7.3M,Free,Everyone,Finance
"50,000+",FINANCE,24M,Free,Everyone,Finance
"100,000+",FINANCE,2.1M,Free,Everyone,Finance
"50,000+",FINANCE,24M,Free,Everyone,Finance
"10,000+",FINANCE,2.8M,Free,Everyone,Finance
"1,000+",FINANCE,7.2M,Free,Everyone,Finance
"50,000+",FINANCE,8.6M,Free,Everyone,Finance
"10,000+",FINANCE,2.3M,Free,Everyone,Finance
"5,000+",FINANCE,12M,Free,Everyone,Finance
100+,FINANCE,Varies with device,Free,Everyone,Finance
"5,000,000+",FAMILY,Varies with device,Free,Everyone,Casual
"50,000+",TRAVEL_AND_LOCAL,70M,Paid,Everyone,Travel & Local
"1,000,000+",COMMUNICATION,34M,Free,Everyone,Communication
"5,000,000+",TOOLS,2.6M,Free,Everyone,Tools
"10,000,000+",FAMILY,35M,Free,Everyone,Simulation
"10,000,000+",GAME,24M,Free,Teen,Racing
"100,000,000+",GAME,88M,Free,Everyone 10+,Action
"10,000,000+",GAME,7.0M,Free,Teen,Adventure
"500,000+",BUSINESS,3.9M,Free,Everyone,Business
"1,000,000+",BUSINESS,Varies with device,Free,Everyone,Business
"10,000+",BUSINESS,3.8M,Free,Everyone,Business
"100,000+",FAMILY,26M,Free,Everyone,Education
"1,000,000+",BUSINESS,5.0M,Free,Everyone,Business
"1,000,000+",BUSINESS,4.7M,Free,Everyone,Business
"100,000+",BUSINESS,5.6M,Free,Everyone,Business
"10,000+",BOOKS_AND_REFERENCE,5.3M,Free,Everyone,Books & Reference
"500,000+",BUSINESS,2.2M,Free,Everyone,Business
"5,000+",PRODUCTIVITY,26M,Free,Everyone,Productivity
"100,000+",BUSINESS,5.6M,Free,Teen,Business
"100,000+",FAMILY,26M,Free,Everyone,Education
"10,000+",BUSINESS,8.6M,Free,Everyone,Business
"10,000+",TOOLS,21M,Free,Everyone,Tools
"50,000+",FAMILY,4.8M,Free,Everyone,Education
"100,000+",PRODUCTIVITY,15M,Free,Everyone,Productivity
"100,000+",BUSINESS,20M,Free,Everyone,Business
"100,000+",BUSINESS,20M,Free,Everyone,Business
"1,000+",FAMILY,5.5M,Free,Everyone,Education
"1,000,000+",BUSINESS,5.7M,Free,Everyone,Business
"50,000+",BUSINESS,11M,Free,Everyone,Business
"1,000,000+",PRODUCTIVITY,4.7M,Free,Everyone,Productivity
"100,000+",BOOKS_AND_REFERENCE,4.1M,Free,Everyone,Books & Reference
"1,000+",BUSINESS,6.9M,Paid,Everyone,Business
"5,000+",BUSINESS,12M,Free,Everyone,Business
"1,000,000+",BUSINESS,Varies with device,Free,Everyone,Business
"10,000+",BUSINESS,5.9M,Free,Everyone,Business
"10,000+",PRODUCTIVITY,2.2M,Free,Everyone,Productivity
"100,000+",BUSINESS,7.1M,Free,Everyone,Business
"5,000+",BUSINESS,7.9M,Free,Everyone,Business
"10,000+",TOOLS,25M,Free,Everyone,Tools
"5,000+",FAMILY,26M,Free,Everyone,Education
"100,000+",FAMILY,4.9M,Free,Everyone,Education
"10,000+",TOOLS,25M,Free,Everyone,Tools
"10,000+",FAMILY,8.3M,Free,Everyone,Education
"10,000+",BUSINESS,6.0M,Free,Everyone,Business
"10,000+",PERSONALIZATION,3.0M,Free,Everyone,Personalization
"50,000+",BUSINESS,19M,Free,Everyone,Business
"1,000+",BUSINESS,4.1M,Free,Everyone,Business
"1,000+",COMMUNICATION,6.0M,Paid,Everyone,Communication
"100,000+",BUSINESS,4.6M,Free,Everyone,Business
"10,000+",BUSINESS,26M,Free,Everyone,Business
"5,000+",BUSINESS,4.4M,Free,Everyone,Business
"50,000+",TOOLS,10M,Free,Everyone,Tools
"10,000+",BUSINESS,5.0M,Free,Everyone,Business
"100,000+",BUSINESS,16M,Free,Everyone,Business
"5,000+",TOOLS,22M,Free,Everyone,Tools
"5,000+",BUSINESS,8.1M,Free,Everyone,Business
"5,000,000+",FAMILY,21M,Free,Teen,Entertainment
"500,000+",FAMILY,13M,Free,Teen,Entertainment
"5,000+",FAMILY,4.8M,Free,Everyone,Entertainment
"50,000+",NEWS_AND_MAGAZINES,6.1M,Free,Everyone,News & Magazines
"10,000+",FAMILY,4.3M,Free,Everyone,Entertainment
"100,000+",COMICS,6.2M,Free,Everyone,Comics
100+,COMMUNICATION,3.5M,Paid,Everyone,Communication
10+,FAMILY,2.4M,Free,Everyone,Role Playing
"5,000,000+",GAME,38M,Free,Teen,Arcade
"100,000+",FAMILY,9.5M,Free,Mature 17+,Entertainment
100+,COMMUNICATION,516k,Paid,Everyone,Communication
"50,000+",COMMUNICATION,837k,Free,Everyone,Communication
"5,000+",COMMUNICATION,2.0M,Paid,Everyone,Communication
100+,COMMUNICATION,17M,Free,Everyone,Communication
"1,000,000+",PHOTOGRAPHY,6.8M,Free,Everyone,Photography
500+,FAMILY,1.1M,Free,Everyone,Role Playing
100+,COMMUNICATION,780k,Paid,Everyone,Communication
100+,COMMUNICATION,3.7M,Paid,Everyone,Communication
100+,COMMUNICATION,961k,Free,Everyone,Communication
"10,000+",COMMUNICATION,2.6M,Paid,Everyone,Communication
10+,FAMILY,4.8M,Free,Everyone,Entertainment
100+,LIFESTYLE,7.8M,Free,Teen,Lifestyle
50+,FAMILY,22M,Free,Everyone,Education
"1,000,000+",FAMILY,Varies with device,Free,Teen,Entertainment
500+,COMMUNICATION,1.5M,Free,Everyone,Communication
"5,000+",COMMUNICATION,9.6M,Paid,Everyone,Communication
"5,000+",PRODUCTIVITY,Varies with device,Paid,Everyone,Productivity
100+,FAMILY,2.4M,Paid,Everyone,Education
"1,000,000+",FAMILY,Varies with device,Free,Teen,Entertainment
100+,TOOLS,55M,Free,Everyone,Tools
10+,COMMUNICATION,269k,Paid,Everyone,Communication
10+,FAMILY,3.7M,Paid,Everyone,Education
1+,FAMILY,21M,Paid,Everyone,Education
"500,000+",FAMILY,96M,Free,Teen,Entertainment
"1,000+",COMMUNICATION,1.1M,Paid,Everyone,Communication
"100,000+",COMMUNICATION,20k,Free,Everyone,Communication
"1,000+",BOOKS_AND_REFERENCE,12M,Free,Everyone,Books & Reference
"100,000+",PRODUCTIVITY,Varies with device,Free,Everyone,Productivity
"1,000+",BUSINESS,498k,Free,Everyone,Business
"500,000+",FAMILY,13M,Free,Everyone,Entertainment
"50,000+",FAMILY,4.2M,Free,Everyone,Education
"50,000+",NEWS_AND_MAGAZINES,11M,Free,Everyone,News & Magazines
"10,000,000+",FAMILY,Varies with device,Free,Teen,Entertainment
"5,000+",COMMUNICATION,600k,Free,Everyone,Communication
"500,000+",FAMILY,18M,Free,Teen,Entertainment
"1,000+",TOOLS,3.0M,Free,Everyone,Tools
"1,000,000+",FAMILY,14M,Free,Teen,Entertainment
"5,000,000+",FAMILY,72M,Free,Teen,Role Playing
"5,000,000+",FAMILY,Varies with device,Free,Teen,Entertainment
"5,000+",BUSINESS,54M,Free,Everyone,Business
"100,000+",FAMILY,12M,Free,Everyone,Casual
"1,000+",FAMILY,37M,Free,Everyone,Entertainment
"10,000+",FAMILY,6.5M,Free,Everyone,Entertainment
"10,000+",FAMILY,6.6M,Free,Everyone,Entertainment
"1,000,000+",TRAVEL_AND_LOCAL,50M,Free,Everyone,Travel & Local
"10,000+",TOOLS,4.3M,Free,Everyone,Tools
"10,000+",FAMILY,7.6M,Free,Everyone,Entertainment
"10,000+",FAMILY,5.5M,Free,Everyone,Entertainment
"1,000+",FAMILY,94M,Free,Everyone,Casual
"50,000+",VIDEO_PLAYERS,35M,Free,Everyone,Video Players & Editors
500+,BUSINESS,55M,Free,Everyone,Business
"1,000+",FAMILY,11M,Free,Everyone,Casual
"1,000+",FAMILY,12M,Free,Everyone,Casual
"1,000+",BUSINESS,21M,Free,Everyone,Business
500+,FAMILY,27M,Paid,Everyone,Education
"100,000+",SPORTS,5.3M,Free,Everyone,Sports
500+,FAMILY,30M,Free,Everyone,Casual
"5,000+",PERSONALIZATION,10M,Free,Everyone,Personalization
500+,LIFESTYLE,11M,Free,Everyone,Lifestyle
"10,000+",LIFESTYLE,9.8M,Free,Everyone,Lifestyle
10+,BUSINESS,68M,Free,Everyone,Business
"5,000+",LIFESTYLE,3.8M,Free,Everyone,Lifestyle
100+,FAMILY,33M,Free,Everyone,Entertainment
100+,PRODUCTIVITY,24M,Free,Everyone,Productivity
"10,000+",COMMUNICATION,35M,Free,Everyone,Communication
